station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Battersea Park,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
New Cross Gate,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,702,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,2,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,60,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,1702
Newbury Park,0,0,1,7,33,0,1,0,0,24,4,0,0,19,4,215,29,2,30,3,0,0,0,0,0,1,14,84,7,0,0,74,8,1,0,0,5,0,0,10,0,9,0,0,0,3,1,0,0,2,0,0,0,5,28,120,50,1,0,0,0,0,0,2,120,16,0,0,5,0,1,0,5,0,0,2,3,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,9,2,1,6,0,3,0,0,13,0,31,0,0,8,0,0,4,17,25,34,35,1,2,0,8,0,0,3,0,26,0,10,2,0,7,0,0,2,11,20,2,0,4,0,0,0,0,28,14,1,0,3,2,0,0,1,1,0,3,0,0,1,2,8,0,0,12,0,0,1,0,128,8,5,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,1,1,0,2,0,49,0,25,0,2,18,0,0,7,0,60,0,86,0,0,261,62,0,0,9,3,1,0,0,44,0,10,62,0,0,8,2,9,0,0,0,0,0,9,0,24,0,1,0,1,1,0,0,0,21,0,28,1,7,109,20,0,1,0,0,0,20,11,0,1,0,0,0,0,0,3,3,0,0,13,1,0,0,11,4,3,0,3,0,0,0,1,0,0,0,0,13,0,0,0,0,29,0,0,0,16,5,0,0,0,0,18,0,0,0,0,0,12,0,0,1,24,0,44,8,179,2,0,1,0,20,4,0,0,620,0,0,0,0,0,6,0,3,0,1,4,13,81,0,1,0,20,0,0,1,0,0,0,0,0,5,3,25,89,0,0,0,42,0,0,15,2,112,0,0,0,1,11,1,7,0,0,5,2,0,0,1,0,0,3,0,32,18,0,156,0,1,3,0,6,0,0,14,0,0,0,4212
North Acton,0,0,1,12,3,0,0,0,0,7,9,1,0,13,1,133,1,1,0,2,0,0,0,0,0,0,3,11,0,0,0,65,1,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,8,9,30,4,0,0,0,0,0,0,2,101,10,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,178,0,15,40,1,1,0,2,0,1,3,0,25,0,0,5,0,0,0,19,3,0,1,1,2,0,5,0,0,9,0,0,0,23,1,6,8,0,0,0,0,20,49,0,0,0,0,0,0,0,42,1,0,18,0,0,0,0,0,0,2,0,0,1,1,0,0,0,16,0,7,0,0,122,32,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,32,0,4,6,2,165,0,3,4,0,2,0,0,0,0,126,33,0,0,0,0,0,0,0,51,0,2,8,0,0,2,0,1,0,0,0,0,1,0,0,5,0,0,0,58,1,0,0,0,163,0,11,0,1,114,16,0,4,0,0,26,10,15,0,0,0,0,0,0,0,6,0,0,0,182,4,0,0,0,2,8,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,157,6,0,0,11,0,0,0,0,0,119,0,0,13,0,0,0,0,2,1,19,0,11,5,72,2,0,0,0,0,2,0,0,24,0,0,0,0,0,4,0,1,0,0,1,3,93,1,0,0,6,0,0,2,1,0,0,0,0,1,0,21,56,1,0,0,0,0,0,18,0,19,0,0,0,0,0,36,7,0,0,0,2,0,0,2,10,0,4,0,23,94,0,4,0,0,17,0,3,0,0,0,0,1,0,3078
North Ealing,0,0,17,0,0,0,13,0,0,1,0,0,0,1,0,3,0,0,0,16,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,7,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,6,0,5,0,0,3,2,0,0,0,2,0,1,0,1,11,0,1,0,0,0,5,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,10,0,0,0,0,0,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,15,2,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,8,46,0,0,0,0,0,0,0,2,0,4,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11,2,3,0,0,0,0,0,0,505
North Greenwich,0,0,6,2,35,0,2,0,0,60,8,3,1,182,8,106,19,6,1,17,0,0,0,0,4,6,96,34,10,5,0,477,8,3,2,0,5,0,0,32,0,24,0,0,0,0,0,0,0,5,0,0,0,27,595,1616,307,2,0,4,0,0,0,8,50,29,0,0,0,0,7,0,14,0,0,5,7,0,0,3,3,15,0,0,0,0,0,0,0,4,10,0,0,4,0,0,0,4,24,1,35,8,1,26,0,3,0,0,49,0,29,0,0,29,0,0,2,81,4,2,26,5,20,0,20,0,0,20,0,4,0,26,2,1,64,0,0,0,25,349,1,0,22,0,0,0,0,0,80,4,0,4,5,0,0,2,12,0,3,0,2,4,12,7,0,1,35,0,9,2,0,61,11,12,0,0,0,3,2,1,0,16,1,0,0,0,9,1,0,0,8,0,0,0,19,0,6,0,106,1,86,17,2,12,0,9,45,0,23,0,23,0,0,58,680,0,0,3,7,4,0,4,45,0,37,32,4,0,167,4,13,0,5,0,0,3,24,0,0,0,0,1,3,9,2,0,0,33,2,112,1,18,117,139,3,16,0,0,2,45,22,2,8,0,0,1,0,0,15,15,0,2,28,7,1,0,3,14,0,1,0,0,0,0,3,0,0,0,1,30,0,17,0,0,53,0,0,0,73,2,0,2,0,1,91,0,0,0,0,3,5,0,2,3,441,0,106,40,26,4,0,4,0,11,11,0,1,1034,0,0,0,0,0,40,0,22,0,0,6,23,105,1,2,0,4,3,0,7,3,0,0,3,0,20,9,45,125,1,0,0,2,0,0,92,11,599,2,0,0,1,38,4,19,0,0,209,42,0,0,8,0,0,8,0,308,54,0,0,4,3,0,1,10,1,0,3,0,1,0,10931
North Harrow,0,0,0,62,2,0,0,8,0,6,0,0,0,47,1,24,48,0,0,0,0,1,0,0,0,0,3,2,7,1,0,32,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,96,6,6,0,2,0,0,27,0,8,13,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,4,0,9,0,0,8,0,0,0,0,44,0,117,0,75,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,35,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,6,0,6,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,41,7,6,3,1,1,0,0,1,0,1,0,0,0,0,74,45,0,0,0,1,0,0,7,3,0,0,4,0,34,64,0,0,0,3,0,0,0,0,0,6,0,0,0,0,19,103,35,0,6,0,7,0,2,20,18,0,0,0,0,0,15,2,14,0,0,0,8,0,0,0,2,0,5,1,0,0,0,0,0,0,62,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,32,0,16,13,13,0,0,2,0,1,0,0,0,13,0,0,0,0,0,8,0,4,0,0,0,3,8,1,0,0,3,0,0,0,0,0,0,0,0,0,8,14,42,0,0,0,0,0,0,0,0,17,60,0,0,0,46,0,0,0,0,0,10,0,0,0,0,0,1,0,33,0,0,3,3,1,0,0,1,2,0,0,0,0,0,1912
North Wembley,0,3,0,2,0,0,0,0,0,1,0,0,0,8,0,13,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,3,0,1,0,4,0,2,7,0,1,0,0,2,0,0,0,6,9,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,9,0,9,0,0,4,0,0,0,41,0,0,7,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,2,0,0,3,0,0,4,1,0,0,0,0,0,0,3,0,67,0,0,84,0,1,0,5,0,0,0,0,0,0,5,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,4,2,0,0,38,0,0,7,13,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,9,0,0,1,1,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,20,0,1,0,0,0,12,1,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,4,0,8,0,2,43,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,1,1,0,28,1,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,1,18,11,0,33,25,63,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,183,2,0,0,0,0,0,0,0,0,1087
Northfields,0,0,67,4,12,0,13,0,0,12,1,1,1,15,1,46,9,0,0,47,0,0,0,0,0,2,6,1,21,2,0,16,1,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,9,10,56,5,12,0,0,0,0,0,2,19,1,0,0,0,0,24,0,2,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,6,0,0,5,0,6,0,0,11,0,0,0,15,2,0,23,1,2,0,5,0,0,44,0,0,0,45,0,0,11,0,0,0,5,81,0,0,0,0,0,0,0,0,375,1,0,0,0,0,0,0,2,0,90,0,6,13,26,1,0,0,10,0,11,0,0,106,1,6,0,0,0,62,53,14,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,76,0,49,17,5,0,0,8,56,0,1,0,0,0,0,48,43,0,0,0,0,1,0,21,0,0,1,1,0,0,16,0,2,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,5,2,28,24,2,34,8,17,15,0,0,0,91,8,0,0,0,0,0,0,0,16,0,0,0,0,21,1,0,0,7,8,0,0,0,0,0,5,0,0,0,2,48,0,3,0,0,0,2,0,0,24,0,0,6,0,1,142,0,0,0,0,0,0,0,14,0,36,0,54,4,32,9,0,0,0,1,3,0,0,10,0,0,5,1,0,5,0,9,0,0,0,3,11,2,0,0,16,0,0,8,1,0,0,0,0,1,3,12,20,1,0,0,0,0,0,19,0,15,0,0,0,0,1,0,11,0,0,0,2,0,0,6,0,0,6,0,27,0,0,2,0,0,47,2,3,10,0,0,0,0,0,2952
Northolt,0,0,7,14,6,0,0,0,0,9,1,1,0,10,2,158,4,2,0,0,0,0,0,0,0,2,3,14,0,1,0,69,2,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,1,0,0,0,9,9,48,9,0,0,0,0,0,0,1,106,16,0,0,0,0,4,0,3,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,70,0,13,131,1,3,0,5,0,0,10,0,17,2,0,4,0,0,0,16,0,0,2,3,2,0,22,0,0,13,0,1,0,10,1,0,6,0,0,0,2,15,164,0,0,0,0,0,0,0,48,1,0,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,14,1,0,74,42,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,33,0,5,20,6,20,0,7,6,0,3,0,2,0,0,149,39,0,0,0,1,1,0,0,70,0,3,21,0,0,2,3,8,0,0,0,0,0,154,0,8,0,0,0,0,0,0,0,0,142,0,21,0,4,88,17,0,9,0,0,58,11,11,0,0,0,0,0,0,0,16,0,0,0,18,1,0,0,0,8,2,0,0,0,0,0,4,0,0,25,0,8,0,5,0,0,290,0,0,0,13,0,0,0,0,0,24,0,0,37,0,1,1,0,3,1,24,0,19,4,97,0,0,0,0,1,4,0,0,44,0,0,0,0,0,3,0,1,0,0,1,8,80,3,0,0,6,1,0,3,1,0,0,0,0,2,2,25,96,1,0,0,0,0,0,29,1,21,0,0,0,0,0,31,13,0,0,1,0,0,0,0,48,0,7,0,28,179,0,12,0,0,22,2,2,0,0,0,0,2,0,3585
Northwick Park,0,0,3,53,2,0,0,1,0,6,1,0,0,74,2,23,41,1,0,3,0,0,0,0,0,0,5,0,7,1,0,44,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,1,11,89,15,4,0,3,0,0,1,0,9,11,3,0,0,0,0,5,1,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,1,0,0,0,0,12,0,8,0,6,0,0,6,0,0,0,0,53,0,138,0,63,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,62,33,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,51,0,2,0,0,0,0,0,0,0,4,0,6,0,9,21,0,2,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,49,2,12,4,1,0,0,2,2,0,1,0,0,0,0,72,59,0,0,0,0,0,0,8,6,0,1,4,0,18,68,0,0,0,5,0,0,0,0,0,7,3,0,1,0,0,42,13,0,2,0,10,0,3,24,11,1,0,0,0,0,18,4,12,0,0,0,20,0,0,1,0,0,2,1,0,10,0,0,0,0,16,0,0,0,0,2,0,5,0,7,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,1,1,0,0,1,31,0,17,39,19,0,0,3,0,2,3,0,0,20,0,0,1,0,0,15,0,6,0,0,2,3,10,4,0,0,2,0,0,1,1,0,0,0,0,1,105,18,57,2,0,0,0,0,0,0,0,30,17,0,0,0,87,0,0,0,0,2,15,9,0,0,0,0,2,0,38,0,0,7,12,0,0,0,0,3,0,0,0,0,0,2114
Northwood,0,0,2,40,2,0,1,8,0,3,2,0,0,74,2,21,35,0,0,1,0,0,0,0,0,0,1,1,4,1,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,99,3,5,0,4,0,0,18,0,5,20,10,0,0,0,0,64,1,0,0,0,0,0,0,0,0,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,7,0,3,0,0,8,0,0,0,0,48,0,119,0,56,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,40,29,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,98,0,0,0,0,0,0,0,0,0,5,0,3,0,2,17,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,52,4,7,2,2,0,0,0,1,0,0,0,0,0,0,77,46,0,0,0,0,0,0,5,2,0,2,3,0,46,80,0,0,0,1,0,0,0,0,0,3,14,0,0,0,19,0,49,0,4,0,10,0,0,30,23,1,0,0,0,0,18,2,18,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,70,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,26,0,11,9,12,0,0,4,0,2,0,0,1,8,0,0,0,0,0,7,0,5,0,0,1,1,7,2,0,0,3,0,0,0,0,0,0,0,0,0,15,14,37,2,0,0,0,0,0,0,1,30,118,0,0,0,26,0,0,0,0,0,12,1,0,0,0,0,1,0,47,1,0,2,3,0,0,0,1,2,0,0,0,0,0,2027
Northwood Hills,0,0,1,36,1,0,0,12,0,3,0,0,0,36,0,8,22,0,0,0,0,1,0,0,0,0,2,2,1,0,0,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,52,1,3,0,4,0,0,36,0,2,9,8,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,4,0,4,0,0,3,0,0,0,0,37,0,76,0,40,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,4,2,4,0,0,0,1,0,0,0,0,0,0,0,53,31,0,0,0,2,0,0,2,0,0,2,3,0,19,38,0,0,0,4,0,0,0,0,0,5,9,0,0,0,17,32,0,0,2,0,4,0,0,16,22,3,1,0,0,0,13,2,11,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,7,13,5,0,0,1,0,0,0,0,0,10,0,0,0,0,0,5,0,3,0,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,16,6,29,2,0,0,0,0,0,0,0,24,121,0,0,0,33,0,0,0,0,1,14,1,0,0,0,0,0,0,22,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1454
Norwood Junction,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,287,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,677
